f_timestamp,f_id,cluster_data,heading,status
2025-03-14 11:57:28.681,5063,"[[253,619,140], [254,619,140], [253,617,140], [253,616,140], [254,616,140], [255,618,140], [257,618,140], ]",246,"DRIVING"
2025-03-14 11:57:28.682,5064,"[[207,712,141], [206,711,141], ]",325,"DRIVING"
2025-03-14 11:57:28.761,5065,"[[196,849,145], [195,849,145], [193,849,145], [193,848,145], [192,848,145], [193,848,145], [196,849,145], [193,851,145], [194,852,145], [195,853,145], ]",285,"DRIVING"
2025-03-14 11:57:28.762,5066,"[[205,709,141], [205,709,141], [205,708,141], [204,707,141], [204,707,141], [204,707,141], [204,707,141], [204,707,141], [204,707,141], [204,706,141], [204,706,141], [205,707,141], [207,709,141], [208,710,141], ]",326,"DRIVING"
2025-03-14 11:57:28.802,5067,"[[205,627,139], ]",323,"DRIVING"
2025-03-14 11:57:28.804,5068,"[[239,666,151], [238,665,151], [238,664,151], [237,663,151], [236,662,151], [236,661,151], [236,662,151], [236,661,151], [238,663,151], [239,664,151], [240,665,151], [241,666,151], ]",326,"DRIVING"
2025-03-14 11:57:28.841,5069,"[[204,625,139], [204,624,139], [204,622,139], [204,622,139], [203,621,139], [204,621,139], [204,621,139], [204,622,139], [205,623,139], [206,624,139], ]",326,"DRIVING"
2025-03-14 11:57:28.842,5070,"[[253,613,140], [253,613,140], [253,612,140], [252,611,140], [252,611,140], [252,611,140], [252,610,140], [253,612,140], [253,611,140], [254,611,140], ]",326,"DRIVING"
2025-03-14 11:57:29.076,5071,"[[292,797,52], [292,797,50], ]",154,"DRIVING"
2025-03-14 11:57:29.117,5072,"[[294,799,52], ]",323,"DRIVING"
2025-03-14 11:57:29.234,5073,"[[207,626,139], ]",323,"DRIVING"
2025-03-14 11:57:29.236,5074,"[[301,804,52], [301,805,52], ]",290,"DRIVING"
2025-03-14 11:57:29.274,5075,"[[243,668,151], [243,667,151], ]",175,"DRIVING"
2025-03-14 11:57:29.274,5076,"[[208,629,139], [209,629,139], ]",175,"DRIVING"
2025-03-14 11:57:29.276,5077,"[[304,806,52], [303,806,52], ]",290,"DRIVING"
2025-03-14 11:57:29.276,5078,"[[227,768,50], ]",323,"DRIVING"
2025-03-14 11:57:29.313,5079,"[[210,713,141], ]",39,"DRIVING"
2025-03-14 11:57:29.314,5080,"[[307,808,52], [309,808,140], [308,809,52], [310,809,52], ]",200,"DRIVING"
2025-03-14 11:57:29.352,5081,"[[212,631,139], ]",39,"DRIVING"
2025-03-14 11:57:29.353,5082,"[[247,670,151], [247,672,151], ]",154,"DRIVING"
2025-03-14 11:57:29.354,5083,"[[201,852,145], ]",39,"DRIVING"
2025-03-14 11:57:29.354,5084,"[[259,621,140], ]",39,"DRIVING"
2025-03-14 11:57:29.355,5085,"[[212,715,141], ]",39,"DRIVING"
2025-03-14 11:57:29.355,5086,"[[309,810,52], ]",39,"DRIVING"
2025-03-14 11:57:29.355,5087,"[[231,770,50], ]",39,"DRIVING"
2025-03-14 11:57:29.395,5088,"[[213,633,139], ]",39,"DRIVING"
2025-03-14 11:57:29.395,5089,"[[250,672,151], [250,672,151], [250,673,151], ]",124,"DRIVING"
2025-03-14 11:57:29.395,5090,"[[261,623,140], ]",39,"DRIVING"
2025-03-14 11:57:29.396,5091,"[[203,854,145], ]",39,"DRIVING"
2025-03-14 11:57:29.396,5092,"[[311,811,52], ]",39,"DRIVING"
2025-03-14 11:57:29.397,5093,"[[234,771,50], ]",39,"DRIVING"
2025-03-14 11:57:29.397,5094,"[[214,716,141], [213,717,139], [211,717,141], [214,718,141], ]",214,"DRIVING"
2025-03-14 11:57:29.434,5095,"[[205,855,145], ]",39,"DRIVING"
2025-03-14 11:57:29.434,5096,"[[216,636,139], ]",39,"DRIVING"
2025-03-14 11:57:29.435,5097,"[[264,621,140], ]",39,"DRIVING"
2025-03-14 11:57:29.436,5098,"[[217,718,141], [218,717,139], [216,719,141], ]",193,"DRIVING"
2025-03-14 11:57:29.436,5099,"[[236,772,50], ]",39,"DRIVING"
2025-03-14 11:57:29.474,5100,"[[218,638,139], ]",39,"DRIVING"
2025-03-14 11:57:29.475,5101,"[[265,623,140], ]",39,"DRIVING"
2025-03-14 11:57:29.475,5102,"[[253,674,151], ]",39,"DRIVING"
2025-03-14 11:57:29.476,5103,"[[219,720,141], [219,721,139], [219,720,141], [221,720,141], ]",179,"DRIVING"
2025-03-14 11:57:29.476,5104,"[[238,773,50], ]",39,"DRIVING"
2025-03-14 11:57:29.514,5105,"[[220,639,139], ]",39,"DRIVING"
2025-03-14 11:57:29.515,5106,"[[267,625,140], ]",39,"DRIVING"
2025-03-14 11:57:29.515,5107,"[[255,676,151], [254,676,151], [257,676,151], ]",172,"DRIVING"
2025-03-14 11:57:29.515,5108,"[[222,721,141], [224,721,141], ]",137,"DRIVING"
2025-03-14 11:57:29.516,5109,"[[240,774,50], [241,774,50], ]",39,"DRIVING"
2025-03-14 11:57:29.554,5110,"[[257,677,151], [258,676,151], [259,675,151], ]",39,"DRIVING"
2025-03-14 11:57:29.554,5111,"[[211,861,145], ]",39,"DRIVING"
2025-03-14 11:57:29.555,5112,"[[222,640,139], ]",39,"DRIVING"
2025-03-14 11:57:29.555,5113,"[[270,625,140], ]",39,"DRIVING"
2025-03-14 11:57:29.556,5114,"[[224,723,141], [224,722,139], [226,722,141], [228,722,141], ]",179,"DRIVING"
2025-03-14 11:57:29.593,5115,"[[213,862,145], ]",39,"DRIVING"
2025-03-14 11:57:29.594,5116,"[[225,642,139], ]",39,"DRIVING"
2025-03-14 11:57:29.595,5117,"[[273,622,140], ]",39,"DRIVING"
2025-03-14 11:57:29.595,5118,"[[243,775,50], [244,775,50], [245,776,50], [246,776,50], [247,776,50], [247,777,50], [248,777,50], ]",241,"DRIVING"
2025-03-14 11:57:29.596,5119,"[[226,724,141], [228,724,141], ]",39,"DRIVING"
2025-03-14 11:57:29.634,5120,"[[227,643,139], [229,643,139], [230,644,139], ]",39,"DRIVING"
2025-03-14 11:57:29.634,5121,"[[215,863,145], ]",39,"DRIVING"
2025-03-14 11:57:29.635,5122,"[[275,623,140], ]",39,"DRIVING"
2025-03-14 11:57:29.672,5123,"[[217,864,145], ]",39,"DRIVING"
2025-03-14 11:57:29.673,5124,"[[261,676,151], [261,678,151], ]",137,"DRIVING"
2025-03-14 11:57:29.673,5125,"[[278,626,140], [279,626,140], [278,628,140], [280,626,140], ]",149,"DRIVING"
2025-03-14 11:57:29.674,5126,"[[230,726,141], [231,727,141], ]",39,"DRIVING"
2025-03-14 11:57:29.708,5127,"[[264,676,151], [264,676,151], ]",204,"DRIVING"
2025-03-14 11:57:29.709,5128,"[[219,865,145], ]",39,"DRIVING"
2025-03-14 11:57:29.749,5129,"[[232,645,139], [232,646,139], [234,646,139], [236,646,139], [238,646,139], ]",245,"DRIVING"
2025-03-14 11:57:29.750,5130,"[[281,625,140], [282,624,140], ]",287,"DRIVING"
2025-03-14 11:57:29.751,5131,"[[233,728,141], [235,728,141], [236,729,141], [237,729,141], [239,729,141], [240,730,141], [240,730,141], [241,731,141], [243,731,141], [244,732,141], [245,732,141], [246,733,141], [248,733,141], [249,733,141], [250,734,141], [251,735,141], [252,735,141], [251,735,141], [245,733,141], [244,734,141], [243,734,141], [241,734,141], ]",227,"DRIVING"
2025-03-14 11:57:29.789,5132,"[[267,677,151], [268,678,151], [269,678,151], ]",305,"DRIVING"
2025-03-14 11:57:29.790,5133,"[[234,646,139], [235,646,139], [236,646,139], [237,646,139], [239,646,139], [241,646,139], [242,647,139], [243,648,139], [244,648,139], [245,647,139], [246,646,139], [248,646,139], [250,646,139], ]",112,"DRIVING"
2025-03-14 11:57:29.791,5134,"[[283,627,140], [284,628,140], [285,627,140], [285,625,140], [286,627,140], ]",288,"DRIVING"
2025-03-14 11:57:29.869,5135,"[[226,868,145], [227,869,145], [228,869,145], [229,869,145], [230,869,145], [231,869,145], [232,870,145], [232,870,145], [233,871,145], [234,871,145], [234,872,145], [235,872,145], [235,873,145], [233,872,145], [230,870,145], [227,870,145], [226,869,145], ]",165,"DRIVING"
2025-03-14 11:57:29.869,5136,"[[270,679,151], [271,680,151], [273,680,151], [274,681,151], [275,682,151], [276,683,151], [277,684,151], [277,684,151], [278,685,151], [280,685,151], [281,686,151], [275,683,139], [276,681,139], [274,681,139], [272,681,139], [270,681,139], [268,681,151], [272,679,151], [276,680,151], ]",214,"DRIVING"
2025-03-14 11:57:29.871,5137,"[[250,778,50], ]",352,"DRIVING"
2025-03-14 11:57:29.911,5138,"[[286,629,140], [286,631,140], [286,632,139], [288,631,139], ]",302,"DRIVING"
2025-03-14 11:57:29.950,5139,"[[239,647,139], ]",352,"DRIVING"
2025-03-14 11:57:29.990,5140,"[[223,965,200], [224,965,200], [224,966,200], ]",354,"DRIVING"
2025-03-14 11:57:29.991,5141,"[[288,632,140], [289,632,140], [290,632,140], [290,632,140], [291,632,140], [291,630,139], [293,630,139], ]",264,"DRIVING"
2025-03-14 11:57:29.991,5142,"[[254,780,50], [255,781,50], ]",354,"DRIVING"
2025-03-14 11:57:30.108,5143,"[[227,967,200], [228,968,200], [229,969,200], [230,969,200], [229,969,200], [228,970,200], ]",146,"DRIVING"
2025-03-14 11:57:30.109,5144,"[[277,685,151], ]",352,"DRIVING"
2025-03-14 11:57:30.109,5145,"[[335,825,52], ]",352,"DRIVING"
2025-03-14 11:57:30.187,5146,"[[293,630,140], [294,631,140], [295,632,140], ]",48,"DRIVING"
2025-03-14 11:57:30.188,5147,"[[338,826,52], ]",48,"DRIVING"
2025-03-14 11:57:30.189,5148,"[[263,784,50], [264,785,50], [263,785,50], [265,784,52], [265,783,52], [264,783,52], ]",218,"DRIVING"
2025-03-14 11:57:30.269,5149,"[[232,970,200], ]",48,"DRIVING"
2025-03-14 11:57:30.271,5150,"[[265,785,50], ]",48,"DRIVING"
2025-03-14 11:57:30.315,5151,"[[234,971,200], [236,971,200], [237,972,200], [238,972,200], ]",120,"DRIVING"
2025-03-14 11:57:30.318,5152,"[[296,629,140], [296,630,139], ]",161,"DRIVING"
2025-03-14 11:57:30.347,5153,"[[252,647,139], [254,647,139], [256,647,139], [257,648,139], ]",48,"DRIVING"
2025-03-14 11:57:30.347,5154,"[[284,689,151], [284,688,151], [285,689,151], [287,689,151], ]",48,"DRIVING"
2025-03-14 11:57:30.347,5155,"[[345,829,52], [346,830,52], [347,830,52], ]",48,"DRIVING"
2025-03-14 11:57:30.348,5156,"[[298,630,140], [299,629,140], [298,628,139], [299,628,139], ]",156,"DRIVING"
2025-03-14 11:57:30.375,5157,"[[237,871,145], [238,872,145], ]",48,"DRIVING"
2025-03-14 11:57:30.376,5158,"[[272,788,50], [272,788,50], ]",158,"DRIVING"
2025-03-14 11:57:30.410,5159,"[[274,789,50], ]",48,"DRIVING"
2025-03-14 11:57:30.446,5160,"[[302,631,140], [303,631,140], ]",48,"DRIVING"
2025-03-14 11:57:30.446,5161,"[[240,972,200], ]",48,"DRIVING"
2025-03-14 11:57:30.446,5162,"[[255,736,141], [256,737,141], ]",48,"DRIVING"
2025-03-14 11:57:30.447,5163,"[[349,831,52], ]",48,"DRIVING"
2025-03-14 11:57:30.447,5164,"[[277,790,50], [278,791,50], ]",48,"DRIVING"
2025-03-14 11:57:30.486,5165,"[[242,973,200], ]",48,"DRIVING"
2025-03-14 11:57:30.488,5166,"[[351,832,52], ]",48,"DRIVING"
2025-03-14 11:57:30.490,5167,"[[289,690,151], [289,692,140], ]",155,"DRIVING"
2025-03-14 11:57:30.490,5168,"[[260,649,139], [261,649,139], ]",48,"DRIVING"
2025-03-14 11:57:30.524,5169,"[[305,629,140], ]",48,"DRIVING"
2025-03-14 11:57:30.524,5170,"[[244,974,200], [246,974,200], ]",23,"DRIVING"
2025-03-14 11:57:30.525,5171,"[[353,833,52], ]",48,"DRIVING"
2025-03-14 11:57:30.525,5172,"[[280,792,50], [282,792,50], [283,793,50], [279,793,52], ]",93,"STANDING"
2025-03-14 11:57:30.526,5173,"[[291,691,151], [293,691,140], ]",155,"DRIVING"
2025-03-14 11:57:30.564,5174,"[[245,874,145], [246,875,145], [244,875,145], ]",188,"DRIVING"
2025-03-14 11:57:30.565,5175,"[[308,622,140], ]",0,"DRIVING"
2025-03-14 11:57:30.567,5176,"[[261,739,141], [261,741,141], [260,741,141], [263,741,141], ]",96,"DRIVING"
2025-03-14 11:57:30.567,5177,"[[356,834,52], ]",0,"DRIVING"
2025-03-14 11:57:30.568,5178,"[[294,693,151], ]",0,"DRIVING"
2025-03-14 11:57:30.569,5179,"[[264,650,139], [266,650,139], ]",0,"DRIVING"
2025-03-14 11:57:30.603,5180,"[[246,876,145], [248,876,145], [249,877,145], [250,878,145], [248,874,139], [251,877,145], [249,876,145], [247,876,145], ]",188,"DRIVING"
2025-03-14 11:57:30.603,5181,"[[249,975,200], [250,974,200], [250,973,200], ]",102,"DRIVING"
2025-03-14 11:57:30.604,5182,"[[311,625,140], [312,625,140], [309,625,139], [311,623,139], [312,623,139], ]",165,"DRIVING"
2025-03-14 11:57:30.604,5183,"[[263,740,141], [265,740,141], [266,741,141], ]",90,"DRIVING"
2025-03-14 11:57:30.604,5184,"[[359,836,52], [360,837,52], [359,836,142], ]",72,"DRIVING"
2025-03-14 11:57:30.605,5185,"[[297,694,151], [299,694,151], [301,694,151], [301,694,139], [299,694,139], [296,694,139], [299,693,140], ]",187,"DRIVING"
2025-03-14 11:57:30.644,5186,"[[265,741,141], [266,741,141], ]",0,"DRIVING"
2025-03-14 11:57:30.646,5187,"[[268,649,139], [268,647,140], ]",95,"DRIVING"
2025-03-14 11:57:30.684,5188,"[[314,624,140], ]",0,"DRIVING"
2025-03-14 11:57:30.685,5189,"[[252,975,200], ]",0,"DRIVING"
2025-03-14 11:57:30.686,5190,"[[363,838,52], ]",0,"DRIVING"
2025-03-14 11:57:30.723,5191,"[[316,623,140], [316,622,139], ]",122,"DRIVING"
2025-03-14 11:57:30.724,5192,"[[269,742,141], [270,741,141], [271,742,139], [272,743,151], [273,744,151], [269,741,141], ]",137,"DRIVING"
2025-03-14 11:57:30.724,5193,"[[302,692,151], [304,692,139], [304,692,140], ]",151,"DRIVING"
2025-03-14 11:57:30.762,5194,"[[318,620,140], [318,621,139], ]",147,"DRIVING"
2025-03-14 11:57:30.763,5195,"[[367,840,52], ]",0,"DRIVING"
2025-03-14 11:57:30.764,5196,"[[306,694,151], [307,693,140], ]",79,"DRIVING"
2025-03-14 11:57:30.801,5197,"[[259,977,200], [259,977,50], ]",99,"DRIVING"
2025-03-14 11:57:30.802,5198,"[[320,622,140], [321,621,139], [323,621,139], [324,621,139], [326,621,139], ]",242,"DRIVING"
2025-03-14 11:57:30.803,5199,"[[273,742,141], [274,742,141], [276,742,141], [275,742,151], [275,741,151], ]",116,"DRIVING"
2025-03-14 11:57:30.804,5200,"[[308,695,151], [310,695,151], [311,696,151], ]",0,"DRIVING"
2025-03-14 11:57:30.841,5201,"[[275,649,139], ]",0,"DRIVING"
2025-03-14 11:57:30.842,5202,"[[322,621,140], [323,622,140], ]",0,"DRIVING"
2025-03-14 11:57:30.881,5203,"[[256,882,145], [258,882,145], [259,883,145], [261,883,145], ]",15,"DRIVING"
2025-03-14 11:57:30.881,5204,"[[277,648,139], ]",0,"DRIVING"
2025-03-14 11:57:30.882,5205,"[[266,981,200], [268,981,200], [266,982,145], [265,983,200], ]",98,"DRIVING"
2025-03-14 11:57:30.883,5206,"[[372,842,52], ]",0,"DRIVING"
2025-03-14 11:57:30.884,5207,"[[300,800,50], [302,800,50], ]",56,"DRIVING"
2025-03-14 11:57:30.923,5208,"[[279,649,139], ]",0,"DRIVING"
2025-03-14 11:57:30.923,5209,"[[324,624,140], ]",0,"DRIVING"
2025-03-14 11:57:30.961,5210,"[[282,647,139], ]",25,"DRIVING"
2025-03-14 11:57:30.962,5211,"[[270,982,200], [272,982,200], [271,982,200], ]",74,"DRIVING"
2025-03-14 11:57:30.962,5212,"[[327,623,140], [327,623,139], ]",23,"DRIVING"
2025-03-14 11:57:30.963,5213,"[[376,845,52], ]",25,"DRIVING"
2025-03-14 11:57:31.001,5214,"[[313,693,151], ]",25,"DRIVING"
2025-03-14 11:57:31.002,5215,"[[284,646,139], ]",25,"DRIVING"
2025-03-14 11:57:31.002,5216,"[[329,624,140], [329,622,139], [329,620,139], [331,620,139], [328,620,139], [329,619,139], [331,618,139], ]",254,"DRIVING"
2025-03-14 11:57:31.003,5217,"[[380,847,52], ]",25,"DRIVING"
2025-03-14 11:57:31.003,5218,"[[307,803,50], ]",25,"DRIVING"
2025-03-14 11:57:31.042,5219,"[[316,692,151], [316,690,140], ]",91,"DRIVING"
2025-03-14 11:57:31.042,5220,"[[287,646,139], ]",25,"DRIVING"
2025-03-14 11:57:31.043,5221,"[[331,621,140], ]",25,"DRIVING"
2025-03-14 11:57:31.046,5222,"[[311,805,50], [313,805,50], ]",25,"DRIVING"
2025-03-14 11:57:31.081,5223,"[[318,690,151], ]",25,"DRIVING"
2025-03-14 11:57:31.082,5224,"[[289,645,139], ]",25,"DRIVING"
2025-03-14 11:57:31.082,5225,"[[334,616,140], [334,618,139], [335,617,139], [336,617,139], [333,617,139], [334,616,139], [337,616,139], ]",278,"DRIVING"
2025-03-14 11:57:31.082,5226,"[[279,984,200], [279,983,200], ]",25,"DRIVING"
2025-03-14 11:57:31.120,5227,"[[292,645,139], ]",25,"DRIVING"
2025-03-14 11:57:31.120,5228,"[[321,692,151], ]",25,"DRIVING"
2025-03-14 11:57:31.121,5229,"[[337,616,140], ]",25,"DRIVING"
2025-03-14 11:57:31.122,5230,"[[387,851,52], ]",25,"DRIVING"
2025-03-14 11:57:31.160,5231,"[[266,887,145], [267,888,145], [268,888,145], [269,889,145], [271,889,145], [272,889,145], [268,889,145], [269,889,145], [271,889,145], [272,890,145], [274,889,145], [274,890,145], ]",154,"DRIVING"
2025-03-14 11:57:31.160,5232,"[[323,693,151], ]",25,"DRIVING"
2025-03-14 11:57:31.161,5233,"[[294,644,139], ]",25,"DRIVING"
2025-03-14 11:57:31.161,5234,"[[282,984,200], ]",25,"DRIVING"
2025-03-14 11:57:31.161,5235,"[[339,614,140], [339,615,139], [340,614,139], [341,615,139], [343,615,139], [344,614,139], [340,616,139], [342,615,139], [345,615,139], ]",297,"DRIVING"
2025-03-14 11:57:31.162,5236,"[[292,747,141], ]",25,"DRIVING"
2025-03-14 11:57:31.162,5237,"[[389,853,52], [389,855,52], [389,855,52], [388,854,52], ]",234,"DRIVING"
2025-03-14 11:57:31.201,5238,"[[326,692,151], ]",25,"DRIVING"
2025-03-14 11:57:31.202,5239,"[[296,643,139], ]",25,"DRIVING"
2025-03-14 11:57:31.202,5240,"[[341,613,140], ]",25,"DRIVING"
2025-03-14 11:57:31.202,5241,"[[284,983,200], [283,982,200], ]",91,"DRIVING"
2025-03-14 11:57:31.203,5242,"[[392,855,52], [391,856,52], [391,856,52], [391,855,52], [390,855,52], ]",281,"DRIVING"
2025-03-14 11:57:31.242,5243,"[[299,642,139], ]",25,"DRIVING"
2025-03-14 11:57:31.242,5244,"[[343,610,140], [344,610,140], ]",25,"DRIVING"
2025-03-14 11:57:31.243,5245,"[[394,856,52], [395,856,52], [396,857,52], ]",25,"DRIVING"
2025-03-14 11:57:31.282,5246,"[[330,689,151], ]",25,"DRIVING"
2025-03-14 11:57:31.282,5247,"[[302,640,139], ]",25,"DRIVING"
2025-03-14 11:57:31.283,5248,"[[298,746,141], ]",25,"DRIVING"
2025-03-14 11:57:31.323,5249,"[[305,639,139], ]",25,"DRIVING"
2025-03-14 11:57:31.324,5250,"[[291,984,200], ]",25,"DRIVING"
2025-03-14 11:57:31.363,5251,"[[307,638,139], ]",25,"DRIVING"
2025-03-14 11:57:31.363,5252,"[[294,985,200], ]",25,"DRIVING"
2025-03-14 11:57:31.365,5253,"[[303,747,141], [305,747,141], [306,748,141], ]",21,"DRIVING"
2025-03-14 11:57:31.365,5254,"[[398,858,52], [399,859,52], [400,860,52], [401,860,52], [401,861,52], [401,861,52], [402,861,52], [402,861,52], [403,862,52], [402,861,50], ]",99,"DRIVING"
2025-03-14 11:57:31.401,5255,"[[274,890,145], [275,891,145], ]",21,"DRIVING"
2025-03-14 11:57:31.401,5256,"[[337,687,151], ]",21,"DRIVING"
2025-03-14 11:57:31.402,5257,"[[309,636,139], ]",21,"DRIVING"
2025-03-14 11:57:31.402,5258,"[[351,609,140], ]",21,"DRIVING"
2025-03-14 11:57:31.402,5259,"[[296,984,200], ]",21,"DRIVING"
2025-03-14 11:57:31.403,5260,"[[325,808,50], [326,807,50], [327,807,50], [328,807,50], ]",21,"DRIVING"
2025-03-14 11:57:31.443,5261,"[[339,685,151], [340,684,151], ]",21,"DRIVING"
2025-03-14 11:57:31.443,5262,"[[312,635,139], ]",21,"DRIVING"
2025-03-14 11:57:31.446,5263,"[[299,985,200], ]",21,"DRIVING"
2025-03-14 11:57:31.481,5264,"[[315,633,139], ]",21,"DRIVING"
2025-03-14 11:57:31.481,5265,"[[357,606,140], ]",21,"DRIVING"
2025-03-14 11:57:31.481,5266,"[[309,748,141], [310,748,141], ]",21,"DRIVING"
2025-03-14 11:57:31.520,5267,"[[317,631,139], ]",21,"DRIVING"
2025-03-14 11:57:31.521,5268,"[[360,609,140], ]",21,"DRIVING"
2025-03-14 11:57:31.521,5269,"[[302,984,200], [304,984,200], [305,983,200], ]",21,"DRIVING"
2025-03-14 11:57:31.560,5270,"[[320,629,139], ]",21,"DRIVING"
2025-03-14 11:57:31.561,5271,"[[363,609,140], ]",21,"DRIVING"
2025-03-14 11:57:31.602,5272,"[[322,627,139], [323,626,139], [325,626,139], ]",21,"DRIVING"
2025-03-14 11:57:31.603,5273,"[[365,608,140], ]",21,"DRIVING"
2025-03-14 11:57:31.644,5274,"[[366,606,140], ]",21,"DRIVING"
2025-03-14 11:57:31.646,5275,"[[308,984,200], ]",21,"DRIVING"
2025-03-14 11:57:31.683,5276,"[[368,605,140], [369,605,140], [370,604,140], ]",21,"DRIVING"
2025-03-14 11:57:31.684,5277,"[[310,985,200], ]",21,"DRIVING"
2025-03-14 11:57:31.686,5278,"[[316,748,141], [317,747,141], [318,747,141], [320,747,141], [321,747,141], [321,747,141], [321,747,141], [322,747,141], ]",278,"DRIVING"
2025-03-14 11:57:31.687,5279,"[[333,808,50], [334,808,50], [336,808,50], [337,809,50], [337,811,50], [335,811,50], ]",265,"STANDING"
2025-03-14 11:57:31.724,5280,"[[405,863,52], [405,863,52], [406,864,52], [407,864,52], [408,864,52], [408,864,52], [408,864,52], [410,864,52], ]",299,"DRIVING"
2025-03-14 11:57:31.761,5281,"[[282,891,145], [282,891,145], [283,891,145], [284,891,145], [285,890,145], [284,891,145], [285,891,145], [286,891,145], [287,891,145], [288,891,145], [288,891,145], [286,892,50], ]",289,"DRIVING"
2025-03-14 11:57:31.764,5282,"[[336,809,50], ]",21,"DRIVING"
2025-03-14 11:57:31.802,5283,"[[372,603,140], [373,603,140], ]",332,"DRIVING"
2025-03-14 11:57:31.880,5284,"[[333,618,139], ]",330,"DRIVING"
2025-03-14 11:57:31.880,5285,"[[374,601,140], ]",330,"DRIVING"
2025-03-14 11:57:31.881,5286,"[[320,988,200], ]",330,"DRIVING"
2025-03-14 11:57:31.881,5287,"[[340,810,50], [340,809,50], [342,809,50], [342,809,50], [343,809,50], [339,810,50], ]",331,"STANDING"
2025-03-14 11:57:31.918,5288,"[[376,599,140], [377,598,140], [378,597,140], [378,596,140], [380,596,140], [382,596,140], [384,596,140], [384,595,140], [375,598,140], [376,598,140], [378,597,140], [381,596,140], [383,597,140], ]",296,"DRIVING"
2025-03-14 11:57:31.997,5289,"[[325,747,141], [325,746,141], [326,747,141], [327,746,141], [328,746,141], [329,746,141], [330,745,141], [332,745,141], [333,745,141], [327,744,141], [331,744,141], ]",311,"DRIVING"
2025-03-14 11:57:32.036,5290,"[[413,738,142], [413,737,142], [413,738,142], [412,738,142], [413,737,142], [413,738,142], [413,738,142], [413,738,142], [413,738,142], [412,739,142], [413,740,142], [412,741,142], [412,742,142], [412,742,142], [412,743,142], [412,744,142], [411,745,142], [411,746,142], [411,747,142], [411,748,142], [411,748,142], ]",317,"DRIVING"
2025-03-14 11:57:32.037,5291,"[[412,865,52], [413,866,52], ]",332,"DRIVING"
2025-03-14 11:57:32.075,5292,"[[359,684,151], [360,683,151], [361,683,151], ]",313,"DRIVING"
2025-03-14 11:57:32.116,5293,"[[415,867,52], [416,867,52], [418,867,52], [418,866,52], [420,867,52], [421,867,52], [420,865,52], [421,865,52], [421,865,52], [422,866,52], ]",304,"DRIVING"
2025-03-14 11:57:32.156,5294,"[[328,983,200], [330,983,200], ]",332,"DRIVING"
2025-03-14 11:57:32.194,5295,"[[290,890,145], [290,889,145], [291,889,145], [292,889,145], [290,889,145], ]",319,"DRIVING"
2025-03-14 11:57:32.234,5296,"[[386,592,140], ]",325,"DRIVING"
2025-03-14 11:57:32.234,5297,"[[333,982,200], ]",325,"DRIVING"
2025-03-14 11:57:32.235,5298,"[[350,809,50], [350,811,50], ]",156,"DRIVING"
2025-03-14 11:57:32.274,5299,"[[388,591,140], ]",325,"DRIVING"
2025-03-14 11:57:32.275,5300,"[[333,978,200], [333,977,200], ]",337,"DRIVING"
2025-03-14 11:57:32.275,5301,"[[352,810,50], [352,810,50], ]",156,"DRIVING"
2025-03-14 11:57:32.316,5302,"[[390,586,140], [391,586,140], ]",327,"DRIVING"
2025-03-14 11:57:32.316,5303,"[[335,976,200], [336,975,200], ]",337,"DRIVING"
2025-03-14 11:57:32.317,5304,"[[354,808,50], [355,808,50], [355,808,142], [354,809,50], [356,807,50], [357,806,50], [358,805,50], [359,804,50], [360,804,50], [361,804,50], [362,803,50], [362,803,50], [362,802,50], [363,802,50], [363,802,50], [363,803,50], [364,803,50], [363,804,50], [363,804,50], [362,804,50], [361,804,50], [359,805,50], [358,805,50], [357,806,50], [356,806,50], [355,807,50], [354,807,50], [352,807,50], [355,810,50], [355,810,50], [356,811,50], [358,811,50], [359,812,50], [359,812,50], [360,812,50], [360,812,50], [361,813,50], [361,813,50], [362,813,50], [362,814,50], [363,814,50], [364,814,50], [364,814,50], [365,815,50], [366,816,50], ]",280,"DRIVING"
2025-03-14 11:57:32.357,5305,"[[423,868,52], [424,867,52], [424,866,52], [424,867,52], ]",317,"DRIVING"
2025-03-14 11:57:32.396,5306,"[[340,972,200], ]",325,"DRIVING"
2025-03-14 11:57:32.396,5307,"[[393,583,140], [395,583,140], [396,584,140], ]",328,"DRIVING"
2025-03-14 11:57:32.397,5308,"[[357,809,50], ]",325,"DRIVING"
2025-03-14 11:57:32.436,5309,"[[341,967,200], [341,967,200], ]",326,"STANDING"
2025-03-14 11:57:32.436,5310,"[[359,808,50], [361,808,50], ]",327,"DRIVING"
2025-03-14 11:57:32.474,5311,"[[344,966,200], [344,965,52], [344,968,200], [346,965,200], [344,966,200], [344,968,200], ]",314,"STANDING"
2025-03-14 11:57:32.515,5312,"[[372,686,151], [373,686,151], [372,684,151], [373,683,151], ]",308,"DRIVING"
2025-03-14 11:57:32.516,5313,"[[397,581,140], ]",325,"DRIVING"
2025-03-14 11:57:32.517,5314,"[[347,962,200], [347,961,52], ]",253,"DRIVING"
2025-03-14 11:57:32.517,5315,"[[429,868,52], [430,869,52], [431,870,52], ]",328,"DRIVING"
2025-03-14 11:57:32.517,5316,"[[363,809,50], [365,809,50], ]",327,"DRIVING"
2025-03-14 11:57:32.553,5317,"[[300,887,145], ]",325,"DRIVING"
2025-03-14 11:57:32.554,5318,"[[399,580,140], [401,580,140], ]",327,"DRIVING"
2025-03-14 11:57:32.593,5319,"[[302,886,145], [304,886,145], ]",321,"DRIVING"
