f_timestamp,f_id,cluster_data,heading,status
2025-03-14 11:57:06.425,2546,"[[448,1489,200], ]",210,"DRIVING"
2025-03-14 11:57:06.426,2547,"[[453,1294,52], ]",210,"DRIVING"
2025-03-14 11:57:06.426,2548,"[[403,1205,141], [403,1204,151], ]",211,"DRIVING"
2025-03-14 11:57:06.426,2549,"[[379,1236,50], ]",210,"DRIVING"
2025-03-14 11:57:06.463,2550,"[[374,1315,145], ]",210,"DRIVING"
2025-03-14 11:57:06.463,2551,"[[398,1189,139], ]",210,"DRIVING"
2025-03-14 11:57:06.464,2552,"[[421,1141,151], [421,1139,142], ]",242,"DRIVING"
2025-03-14 11:57:06.464,2553,"[[429,1269,142], ]",210,"DRIVING"
2025-03-14 11:57:06.464,2554,"[[441,1495,200], ]",210,"DRIVING"
2025-03-14 11:57:06.465,2555,"[[439,1074,140], ]",210,"DRIVING"
2025-03-14 11:57:06.465,2556,"[[450,1300,52], ]",210,"DRIVING"
2025-03-14 11:57:06.465,2557,"[[400,1212,141], [400,1213,151], ]",187,"DRIVING"
2025-03-14 11:57:06.466,2558,"[[376,1241,50], [377,1242,139], ]",211,"DRIVING"
2025-03-14 11:57:06.502,2559,"[[371,1322,145], ]",210,"DRIVING"
2025-03-14 11:57:06.503,2560,"[[420,1148,151], ]",210,"DRIVING"
2025-03-14 11:57:06.503,2561,"[[394,1199,139], ]",210,"DRIVING"
2025-03-14 11:57:06.504,2562,"[[424,1277,142], [422,1277,50], [425,1277,142], ]",222,"DRIVING"
2025-03-14 11:57:06.504,2563,"[[435,1083,140], ]",210,"DRIVING"
2025-03-14 11:57:06.504,2564,"[[446,1307,52], [444,1307,50], ]",245,"DRIVING"
2025-03-14 11:57:06.505,2565,"[[436,1498,200], ]",210,"DRIVING"
2025-03-14 11:57:06.505,2566,"[[396,1220,141], [395,1220,151], ]",187,"DRIVING"
2025-03-14 11:57:06.505,2567,"[[374,1245,50], [375,1244,139], ]",201,"DRIVING"
2025-03-14 11:57:06.541,2568,"[[391,1209,139], ]",210,"DRIVING"
2025-03-14 11:57:06.542,2569,"[[418,1160,151], [418,1158,140], ]",201,"DRIVING"
2025-03-14 11:57:06.542,2570,"[[420,1285,142], ]",210,"DRIVING"
2025-03-14 11:57:06.543,2571,"[[432,1509,200], ]",210,"DRIVING"
2025-03-14 11:57:06.543,2572,"[[431,1093,140], ]",210,"DRIVING"
2025-03-14 11:57:06.543,2573,"[[442,1313,52], [443,1314,142], [441,1312,52], ]",209,"DRIVING"
2025-03-14 11:57:06.577,2574,"[[368,1334,145], ]",210,"DRIVING"
2025-03-14 11:57:06.578,2575,"[[370,1250,50], [368,1250,50], ]",185,"DRIVING"
2025-03-14 11:57:06.578,2576,"[[393,1229,141], ]",210,"DRIVING"
2025-03-14 11:57:06.579,2577,"[[415,1166,151], ]",210,"DRIVING"
2025-03-14 11:57:06.579,2578,"[[388,1219,139], ]",210,"DRIVING"
2025-03-14 11:57:06.580,2579,"[[416,1293,142], [417,1292,50], ]",241,"DRIVING"
2025-03-14 11:57:06.580,2580,"[[428,1517,200], ]",210,"DRIVING"
2025-03-14 11:57:06.580,2581,"[[438,1319,52], ]",210,"DRIVING"
2025-03-14 11:57:06.612,2582,"[[363,1343,145], ]",210,"DRIVING"
2025-03-14 11:57:06.612,2583,"[[366,1255,50], ]",210,"DRIVING"
2025-03-14 11:57:06.613,2584,"[[389,1237,141], ]",210,"DRIVING"
2025-03-14 11:57:06.613,2585,"[[414,1176,151], ]",210,"DRIVING"
2025-03-14 11:57:06.614,2586,"[[422,1529,200], ]",210,"DRIVING"
2025-03-14 11:57:06.615,2587,"[[411,1302,142], [412,1303,142], ]",241,"DRIVING"
2025-03-14 11:57:06.615,2588,"[[423,1111,140], ]",210,"DRIVING"
2025-03-14 11:57:06.616,2589,"[[434,1325,52], ]",210,"DRIVING"
2025-03-14 11:57:06.652,2590,"[[358,1353,145], ]",210,"DRIVING"
2025-03-14 11:57:06.653,2591,"[[386,1244,141], ]",210,"DRIVING"
2025-03-14 11:57:06.653,2592,"[[363,1260,50], ]",210,"DRIVING"
2025-03-14 11:57:06.653,2593,"[[411,1185,151], ]",210,"DRIVING"
2025-03-14 11:57:06.654,2594,"[[406,1310,142], ]",210,"DRIVING"
2025-03-14 11:57:06.655,2595,"[[419,1537,200], ]",210,"DRIVING"
2025-03-14 11:57:06.655,2596,"[[418,1120,140], ]",210,"DRIVING"
2025-03-14 11:57:06.655,2597,"[[430,1331,52], ]",210,"DRIVING"
2025-03-14 11:57:06.692,2598,"[[381,1252,141], ]",210,"DRIVING"
2025-03-14 11:57:06.692,2599,"[[360,1264,50], ]",210,"DRIVING"
2025-03-14 11:57:06.693,2600,"[[371,1252,139], ]",210,"DRIVING"
2025-03-14 11:57:06.693,2601,"[[401,1317,142], ]",210,"DRIVING"
2025-03-14 11:57:06.694,2602,"[[406,1194,151], ]",210,"DRIVING"
2025-03-14 11:57:06.695,2603,"[[411,1538,200], ]",210,"DRIVING"
2025-03-14 11:57:06.695,2604,"[[414,1130,140], ]",210,"DRIVING"
2025-03-14 11:57:06.732,2605,"[[351,1370,145], ]",210,"DRIVING"
2025-03-14 11:57:06.733,2606,"[[425,1337,52], [427,1337,139], ]",241,"DRIVING"
2025-03-14 11:57:06.733,2607,"[[377,1259,141], ]",210,"DRIVING"
2025-03-14 11:57:06.733,2608,"[[356,1267,50], ]",210,"DRIVING"
2025-03-14 11:57:06.734,2609,"[[365,1264,139], ]",210,"DRIVING"
2025-03-14 11:57:06.735,2610,"[[396,1324,142], ]",210,"DRIVING"
2025-03-14 11:57:06.735,2611,"[[405,1542,200], ]",210,"DRIVING"
2025-03-14 11:57:06.770,2612,"[[421,1343,52], ]",164,"DRIVING"
2025-03-14 11:57:06.770,2613,"[[347,1377,145], ]",164,"DRIVING"
2025-03-14 11:57:06.770,2614,"[[350,1273,50], ]",164,"DRIVING"
2025-03-14 11:57:06.771,2615,"[[372,1267,141], [371,1266,139], ]",163,"DRIVING"
2025-03-14 11:57:06.771,2616,"[[358,1275,139], ]",164,"DRIVING"
2025-03-14 11:57:06.773,2617,"[[392,1332,142], ]",164,"DRIVING"
2025-03-14 11:57:06.773,2618,"[[404,1147,140], ]",164,"DRIVING"
2025-03-14 11:57:06.809,2619,"[[416,1349,52], ]",164,"DRIVING"
2025-03-14 11:57:06.809,2620,"[[346,1382,145], ]",164,"DRIVING"
2025-03-14 11:57:06.810,2621,"[[349,1277,50], ]",164,"DRIVING"
2025-03-14 11:57:06.810,2622,"[[367,1275,141], ]",164,"DRIVING"
2025-03-14 11:57:06.811,2623,"[[354,1284,139], ]",164,"DRIVING"
2025-03-14 11:57:06.812,2624,"[[387,1340,142], ]",164,"DRIVING"
2025-03-14 11:57:06.812,2625,"[[395,1549,200], ]",164,"DRIVING"
2025-03-14 11:57:06.812,2626,"[[399,1155,140], ]",164,"DRIVING"
2025-03-14 11:57:06.847,2627,"[[340,1392,145], [340,1391,142], ]",156,"DRIVING"
2025-03-14 11:57:06.847,2628,"[[410,1354,52], ]",164,"DRIVING"
2025-03-14 11:57:06.848,2629,"[[362,1282,141], ]",164,"DRIVING"
2025-03-14 11:57:06.848,2630,"[[345,1279,50], ]",164,"DRIVING"
2025-03-14 11:57:06.848,2631,"[[348,1295,139], ]",164,"DRIVING"
2025-03-14 11:57:06.849,2632,"[[390,1228,151], ]",164,"DRIVING"
2025-03-14 11:57:06.849,2633,"[[381,1347,142], ]",164,"DRIVING"
2025-03-14 11:57:06.889,2634,"[[394,1162,140], ]",164,"DRIVING"
2025-03-14 11:57:06.889,2635,"[[391,1552,200], ]",164,"DRIVING"
2025-03-14 11:57:06.890,2636,"[[406,1360,52], ]",164,"DRIVING"
2025-03-14 11:57:06.890,2637,"[[356,1289,141], ]",164,"DRIVING"
2025-03-14 11:57:06.891,2638,"[[340,1283,50], ]",164,"DRIVING"
2025-03-14 11:57:06.891,2639,"[[341,1306,139], ]",164,"DRIVING"
2025-03-14 11:57:06.892,2640,"[[386,1236,151], [385,1235,50], ]",179,"DRIVING"
2025-03-14 11:57:06.892,2641,"[[376,1353,142], ]",164,"DRIVING"
2025-03-14 11:57:06.927,2642,"[[383,1549,200], ]",164,"DRIVING"
2025-03-14 11:57:06.927,2643,"[[389,1171,140], ]",164,"DRIVING"
2025-03-14 11:57:06.928,2644,"[[334,1402,145], ]",164,"DRIVING"
2025-03-14 11:57:06.928,2645,"[[400,1365,52], ]",164,"DRIVING"
2025-03-14 11:57:06.928,2646,"[[351,1297,141], ]",164,"DRIVING"
2025-03-14 11:57:06.929,2647,"[[338,1284,50], [336,1284,145], ]",133,"DRIVING"
2025-03-14 11:57:06.930,2648,"[[335,1316,139], ]",164,"DRIVING"
2025-03-14 11:57:06.930,2649,"[[381,1243,151], ]",164,"DRIVING"
2025-03-14 11:57:06.931,2650,"[[371,1359,142], ]",164,"DRIVING"
2025-03-14 11:57:06.964,2651,"[[380,1554,200], ]",164,"DRIVING"
2025-03-14 11:57:06.965,2652,"[[384,1180,140], ]",164,"DRIVING"
2025-03-14 11:57:06.965,2653,"[[395,1370,52], ]",164,"DRIVING"
2025-03-14 11:57:06.965,2654,"[[346,1304,141], ]",164,"DRIVING"
2025-03-14 11:57:06.966,2655,"[[331,1288,50], ]",164,"DRIVING"
2025-03-14 11:57:06.966,2656,"[[328,1326,139], [330,1326,141], ]",165,"DRIVING"
2025-03-14 11:57:06.967,2657,"[[366,1365,142], ]",164,"DRIVING"
2025-03-14 11:57:06.967,2658,"[[377,1252,151], ]",164,"DRIVING"
2025-03-14 11:57:07.004,2659,"[[328,1411,145], [327,1410,139], ]",128,"DRIVING"
2025-03-14 11:57:07.005,2660,"[[375,1556,200], ]",164,"DRIVING"
2025-03-14 11:57:07.005,2661,"[[378,1188,140], ]",164,"DRIVING"
2025-03-14 11:57:07.005,2662,"[[389,1375,52], [390,1376,141], ]",197,"DRIVING"
2025-03-14 11:57:07.006,2663,"[[341,1312,141], ]",164,"DRIVING"
2025-03-14 11:57:07.006,2664,"[[328,1289,50], [328,1290,142], ]",146,"DRIVING"
2025-03-14 11:57:07.006,2665,"[[321,1335,139], [320,1334,200], ]",177,"DRIVING"
2025-03-14 11:57:07.007,2666,"[[371,1259,151], ]",164,"DRIVING"
2025-03-14 11:57:07.042,2667,"[[324,1417,145], ]",164,"DRIVING"
2025-03-14 11:57:07.042,2668,"[[373,1198,140], ]",164,"DRIVING"
2025-03-14 11:57:07.043,2669,"[[368,1557,200], ]",164,"DRIVING"
2025-03-14 11:57:07.043,2670,"[[384,1380,52], ]",164,"DRIVING"
2025-03-14 11:57:07.043,2671,"[[336,1320,141], ]",164,"DRIVING"
2025-03-14 11:57:07.044,2672,"[[367,1267,151], ]",164,"DRIVING"
2025-03-14 11:57:07.045,2673,"[[320,1341,139], ]",164,"DRIVING"
2025-03-14 11:57:07.045,2674,"[[355,1377,142], ]",164,"DRIVING"
2025-03-14 11:57:07.084,2675,"[[318,1425,145], ]",164,"DRIVING"
2025-03-14 11:57:07.084,2676,"[[363,1559,200], ]",164,"DRIVING"
2025-03-14 11:57:07.084,2677,"[[368,1206,140], ]",164,"DRIVING"
2025-03-14 11:57:07.085,2678,"[[378,1386,52], ]",164,"DRIVING"
2025-03-14 11:57:07.085,2679,"[[318,1295,50], ]",164,"DRIVING"
2025-03-14 11:57:07.086,2680,"[[321,1347,139], ]",164,"DRIVING"
2025-03-14 11:57:07.086,2681,"[[361,1273,151], ]",164,"DRIVING"
2025-03-14 11:57:07.122,2682,"[[363,1212,140], ]",164,"DRIVING"
2025-03-14 11:57:07.123,2683,"[[316,1428,145], ]",164,"DRIVING"
2025-03-14 11:57:07.123,2684,"[[373,1391,52], ]",164,"DRIVING"
2025-03-14 11:57:07.123,2685,"[[360,1562,200], ]",164,"DRIVING"
2025-03-14 11:57:07.124,2686,"[[323,1332,141], ]",164,"DRIVING"
2025-03-14 11:57:07.124,2687,"[[314,1297,50], ]",164,"DRIVING"
2025-03-14 11:57:07.124,2688,"[[356,1280,151], ]",164,"DRIVING"
2025-03-14 11:57:07.125,2689,"[[320,1352,139], ]",164,"DRIVING"
2025-03-14 11:57:07.162,2690,"[[345,1387,142], ]",164,"DRIVING"
2025-03-14 11:57:07.163,2691,"[[311,1434,145], ]",164,"DRIVING"
2025-03-14 11:57:07.163,2692,"[[353,1562,200], ]",164,"DRIVING"
2025-03-14 11:57:07.163,2693,"[[359,1218,140], ]",164,"DRIVING"
2025-03-14 11:57:07.164,2694,"[[368,1395,52], ]",164,"DRIVING"
2025-03-14 11:57:07.164,2695,"[[308,1301,50], ]",164,"DRIVING"
2025-03-14 11:57:07.164,2696,"[[318,1339,141], ]",164,"DRIVING"
2025-03-14 11:57:07.165,2697,"[[320,1356,139], ]",164,"DRIVING"
2025-03-14 11:57:07.166,2698,"[[351,1287,151], ]",164,"DRIVING"
2025-03-14 11:57:07.202,2699,"[[307,1440,145], ]",148,"DRIVING"
2025-03-14 11:57:07.202,2700,"[[352,1229,140], ]",148,"DRIVING"
2025-03-14 11:57:07.202,2701,"[[346,1560,200], ]",148,"DRIVING"
2025-03-14 11:57:07.204,2702,"[[304,1304,50], ]",148,"DRIVING"
2025-03-14 11:57:07.205,2703,"[[346,1293,151], ]",148,"DRIVING"
2025-03-14 11:57:07.205,2704,"[[321,1360,139], ]",148,"DRIVING"
2025-03-14 11:57:07.241,2705,"[[304,1444,145], ]",148,"DRIVING"
2025-03-14 11:57:07.242,2706,"[[343,1562,200], ]",148,"DRIVING"
2025-03-14 11:57:07.242,2707,"[[348,1235,140], ]",148,"DRIVING"
2025-03-14 11:57:07.243,2708,"[[358,1406,52], ]",148,"DRIVING"
2025-03-14 11:57:07.243,2709,"[[301,1305,50], ]",148,"DRIVING"
2025-03-14 11:57:07.244,2710,"[[323,1364,139], ]",148,"DRIVING"
2025-03-14 11:57:07.244,2711,"[[341,1301,151], ]",148,"DRIVING"
2025-03-14 11:57:07.280,2712,"[[299,1451,145], ]",148,"DRIVING"
2025-03-14 11:57:07.280,2713,"[[343,1239,140], ]",148,"DRIVING"
2025-03-14 11:57:07.281,2714,"[[325,1451,149], ]",148,"DRIVING"
2025-03-14 11:57:07.281,2715,"[[330,1402,142], ]",148,"DRIVING"
2025-03-14 11:57:07.281,2716,"[[352,1410,52], ]",148,"DRIVING"
2025-03-14 11:57:07.282,2717,"[[337,1562,200], ]",148,"DRIVING"
2025-03-14 11:57:07.282,2718,"[[302,1359,141], ]",148,"DRIVING"
2025-03-14 11:57:07.282,2719,"[[297,1307,50], ]",148,"DRIVING"
2025-03-14 11:57:07.283,2720,"[[335,1305,151], ]",148,"DRIVING"
2025-03-14 11:57:07.283,2721,"[[325,1368,139], [326,1368,200], ]",169,"DRIVING"
2025-03-14 11:57:07.321,2722,"[[291,1461,145], ]",148,"DRIVING"
2025-03-14 11:57:07.321,2723,"[[334,1567,200], ]",148,"DRIVING"
2025-03-14 11:57:07.322,2724,"[[339,1246,140], ]",148,"DRIVING"
2025-03-14 11:57:07.322,2725,"[[291,1310,50], ]",148,"DRIVING"
2025-03-14 11:57:07.323,2726,"[[297,1365,141], ]",148,"DRIVING"
2025-03-14 11:57:07.323,2727,"[[325,1372,139], [325,1373,200], ]",194,"DRIVING"
2025-03-14 11:57:07.360,2728,"[[321,1413,142], ]",148,"DRIVING"
2025-03-14 11:57:07.361,2729,"[[290,1463,145], ]",148,"DRIVING"
2025-03-14 11:57:07.361,2730,"[[325,1459,149], ]",148,"DRIVING"
2025-03-14 11:57:07.361,2731,"[[332,1257,140], ]",148,"DRIVING"
2025-03-14 11:57:07.362,2732,"[[336,1579,200], ]",148,"DRIVING"
2025-03-14 11:57:07.362,2733,"[[341,1420,52], ]",148,"DRIVING"
2025-03-14 11:57:07.363,2734,"[[294,1372,141], ]",148,"DRIVING"
2025-03-14 11:57:07.364,2735,"[[324,1317,151], ]",148,"DRIVING"
2025-03-14 11:57:07.400,2736,"[[316,1418,142], ]",148,"DRIVING"
2025-03-14 11:57:07.400,2737,"[[324,1567,200], ]",148,"DRIVING"
2025-03-14 11:57:07.401,2738,"[[328,1263,140], ]",148,"DRIVING"
2025-03-14 11:57:07.401,2739,"[[327,1463,149], ]",148,"DRIVING"
2025-03-14 11:57:07.401,2740,"[[336,1425,52], [334,1425,139], ]",120,"DRIVING"
2025-03-14 11:57:07.402,2741,"[[293,1376,141], ]",148,"DRIVING"
2025-03-14 11:57:07.403,2742,"[[320,1323,151], [320,1323,200], ]",169,"DRIVING"
2025-03-14 11:57:07.441,2743,"[[277,1478,145], [278,1478,52], ]",138,"DRIVING"
2025-03-14 11:57:07.442,2744,"[[323,1271,140], ]",148,"DRIVING"
2025-03-14 11:57:07.442,2745,"[[311,1422,142], [310,1423,139], ]",133,"DRIVING"
2025-03-14 11:57:07.443,2746,"[[325,1466,149], ]",148,"DRIVING"
2025-03-14 11:57:07.443,2747,"[[323,1572,200], ]",148,"DRIVING"
2025-03-14 11:57:07.444,2748,"[[291,1381,141], ]",148,"DRIVING"
2025-03-14 11:57:07.444,2749,"[[277,1317,50], ]",148,"DRIVING"
2025-03-14 11:57:07.445,2750,"[[314,1328,151], ]",148,"DRIVING"
2025-03-14 11:57:07.479,2751,"[[307,1427,142], ]",148,"DRIVING"
2025-03-14 11:57:07.479,2752,"[[272,1485,145], ]",148,"DRIVING"
2025-03-14 11:57:07.480,2753,"[[316,1570,200], ]",148,"DRIVING"
2025-03-14 11:57:07.480,2754,"[[319,1277,140], ]",148,"DRIVING"
2025-03-14 11:57:07.480,2755,"[[320,1468,149], ]",148,"DRIVING"
2025-03-14 11:57:07.481,2756,"[[324,1435,52], ]",148,"DRIVING"
2025-03-14 11:57:07.481,2757,"[[289,1386,141], ]",148,"DRIVING"
2025-03-14 11:57:07.481,2758,"[[271,1319,50], ]",148,"DRIVING"
2025-03-14 11:57:07.482,2759,"[[332,1387,139], ]",148,"DRIVING"
2025-03-14 11:57:07.521,2760,"[[271,1487,145], ]",148,"DRIVING"
2025-03-14 11:57:07.522,2761,"[[302,1431,142], ]",148,"DRIVING"
2025-03-14 11:57:07.523,2762,"[[315,1283,140], ]",148,"DRIVING"
2025-03-14 11:57:07.523,2763,"[[312,1571,200], ]",148,"DRIVING"
2025-03-14 11:57:07.523,2764,"[[319,1440,52], ]",148,"DRIVING"
2025-03-14 11:57:07.524,2765,"[[288,1391,141], ]",148,"DRIVING"
2025-03-14 11:57:07.525,2766,"[[305,1340,151], [304,1340,145], ]",139,"DRIVING"
2025-03-14 11:57:07.561,2767,"[[267,1494,145], ]",148,"DRIVING"
2025-03-14 11:57:07.562,2768,"[[309,1574,200], ]",148,"DRIVING"
2025-03-14 11:57:07.562,2769,"[[310,1293,140], [309,1292,145], ]",170,"DRIVING"
2025-03-14 11:57:07.563,2770,"[[311,1471,149], [312,1470,200], ]",146,"DRIVING"
2025-03-14 11:57:07.563,2771,"[[286,1394,141], ]",148,"DRIVING"
2025-03-14 11:57:07.563,2772,"[[263,1324,50], ]",148,"DRIVING"
2025-03-14 11:57:07.564,2773,"[[300,1346,151], ]",148,"DRIVING"
2025-03-14 11:57:07.600,2774,"[[263,1500,145], ]",127,"DRIVING"
2025-03-14 11:57:07.601,2775,"[[307,1298,140], ]",127,"DRIVING"
2025-03-14 11:57:07.601,2776,"[[293,1440,142], ]",127,"DRIVING"
2025-03-14 11:57:07.602,2777,"[[310,1449,52], ]",127,"DRIVING"
2025-03-14 11:57:07.602,2778,"[[302,1571,200], ]",127,"DRIVING"
2025-03-14 11:57:07.603,2779,"[[285,1400,141], ]",127,"DRIVING"
2025-03-14 11:57:07.604,2780,"[[257,1327,50], ]",127,"DRIVING"
2025-03-14 11:57:07.642,2781,"[[307,1478,149], ]",127,"DRIVING"
2025-03-14 11:57:07.643,2782,"[[303,1454,52], [304,1455,200], ]",136,"DRIVING"
2025-03-14 11:57:07.643,2783,"[[253,1330,50], [253,1329,139], ]",116,"DRIVING"
2025-03-14 11:57:07.644,2784,"[[338,1405,139], [338,1407,139], [337,1406,200], ]",152,"DRIVING"
2025-03-14 11:57:07.644,2785,"[[289,1356,151], ]",127,"DRIVING"
2025-03-14 11:57:07.680,2786,"[[258,1508,145], ]",127,"DRIVING"
2025-03-14 11:57:07.681,2787,"[[284,1448,142], ]",127,"DRIVING"
2025-03-14 11:57:07.681,2788,"[[299,1317,140], ]",127,"DRIVING"
2025-03-14 11:57:07.682,2789,"[[297,1580,200], ]",127,"DRIVING"
2025-03-14 11:57:07.682,2790,"[[298,1458,52], ]",127,"DRIVING"
2025-03-14 11:57:07.683,2791,"[[302,1477,149], ]",127,"DRIVING"
2025-03-14 11:57:07.683,2792,"[[279,1408,141], ]",127,"DRIVING"
2025-03-14 11:57:07.684,2793,"[[247,1332,50], ]",127,"DRIVING"
2025-03-14 11:57:07.685,2794,"[[284,1362,151], ]",127,"DRIVING"
2025-03-14 11:57:07.720,2795,"[[256,1510,145], ]",127,"DRIVING"
2025-03-14 11:57:07.721,2796,"[[281,1453,142], ]",127,"DRIVING"
2025-03-14 11:57:07.721,2797,"[[299,1482,149], ]",127,"DRIVING"
2025-03-14 11:57:07.722,2798,"[[292,1578,200], ]",127,"DRIVING"
2025-03-14 11:57:07.722,2799,"[[295,1324,140], ]",127,"DRIVING"
2025-03-14 11:57:07.723,2800,"[[293,1463,52], ]",127,"DRIVING"
2025-03-14 11:57:07.724,2801,"[[278,1414,141], ]",127,"DRIVING"
2025-03-14 11:57:07.725,2802,"[[340,1410,139], ]",127,"DRIVING"
2025-03-14 11:57:07.759,2803,"[[250,1518,145], ]",127,"DRIVING"
2025-03-14 11:57:07.760,2804,"[[292,1333,140], ]",127,"DRIVING"
2025-03-14 11:57:07.761,2805,"[[277,1458,142], ]",127,"DRIVING"
2025-03-14 11:57:07.761,2806,"[[295,1483,149], ]",127,"DRIVING"
2025-03-14 11:57:07.762,2807,"[[289,1468,52], ]",127,"DRIVING"
2025-03-14 11:57:07.763,2808,"[[237,1337,50], ]",127,"DRIVING"
2025-03-14 11:57:07.764,2809,"[[275,1374,151], [276,1373,140], ]",128,"DRIVING"
2025-03-14 11:57:07.764,2810,"[[341,1413,139], ]",127,"DRIVING"
2025-03-14 11:57:07.800,2811,"[[273,1461,142], ]",127,"DRIVING"
2025-03-14 11:57:07.802,2812,"[[292,1485,149], ]",127,"DRIVING"
2025-03-14 11:57:07.802,2813,"[[289,1339,140], [291,1339,139], ]",106,"DRIVING"
2025-03-14 11:57:07.803,2814,"[[277,1424,141], ]",127,"DRIVING"
2025-03-14 11:57:07.804,2815,"[[270,1379,151], ]",127,"DRIVING"
2025-03-14 11:57:07.836,2816,"[[269,1466,142], ]",127,"DRIVING"
2025-03-14 11:57:07.836,2817,"[[244,1528,145], [245,1527,52], [243,1527,141], ]",190,"DRIVING"
2025-03-14 11:57:07.836,2818,"[[285,1349,140], ]",127,"DRIVING"
2025-03-14 11:57:07.837,2819,"[[285,1589,200], ]",127,"DRIVING"
2025-03-14 11:57:07.837,2820,"[[291,1488,149], ]",127,"DRIVING"
2025-03-14 11:57:07.838,2821,"[[275,1428,141], ]",127,"DRIVING"
2025-03-14 11:57:07.838,2822,"[[264,1386,151], ]",127,"DRIVING"
2025-03-14 11:57:07.839,2823,"[[344,1421,139], ]",127,"DRIVING"
2025-03-14 11:57:07.876,2824,"[[280,1589,200], ]",127,"DRIVING"
2025-03-14 11:57:07.876,2825,"[[265,1470,142], [265,1468,141], ]",144,"DRIVING"
2025-03-14 11:57:07.876,2826,"[[284,1488,149], ]",127,"DRIVING"
2025-03-14 11:57:07.877,2827,"[[281,1358,140], ]",127,"DRIVING"
2025-03-14 11:57:07.877,2828,"[[238,1533,145], [239,1534,141], ]",95,"DRIVING"
2025-03-14 11:57:07.877,2829,"[[273,1483,52], ]",127,"DRIVING"
2025-03-14 11:57:07.879,2830,"[[346,1425,139], [346,1424,200], ]",160,"DRIVING"
2025-03-14 11:57:07.916,2831,"[[233,1539,145], ]",127,"DRIVING"
2025-03-14 11:57:07.917,2832,"[[260,1392,151], ]",127,"DRIVING"
2025-03-14 11:57:07.917,2833,"[[262,1475,142], ]",127,"DRIVING"
2025-03-14 11:57:07.918,2834,"[[278,1592,200], ]",127,"DRIVING"
2025-03-14 11:57:07.918,2835,"[[279,1364,140], [281,1364,142], ]",106,"DRIVING"
2025-03-14 11:57:07.919,2836,"[[281,1491,149], ]",127,"DRIVING"
2025-03-14 11:57:07.919,2837,"[[272,1436,141], ]",127,"DRIVING"
2025-03-14 11:57:07.920,2838,"[[267,1488,52], ]",127,"DRIVING"
2025-03-14 11:57:07.921,2839,"[[346,1428,139], ]",127,"DRIVING"
2025-03-14 11:57:07.953,2840,"[[255,1397,151], ]",127,"DRIVING"
2025-03-14 11:57:07.953,2841,"[[232,1541,145], ]",127,"DRIVING"
2025-03-14 11:57:07.954,2842,"[[258,1480,142], [259,1480,52], ]",110,"DRIVING"
2025-03-14 11:57:07.956,2843,"[[278,1494,149], ]",127,"DRIVING"
2025-03-14 11:57:07.956,2844,"[[278,1600,200], ]",127,"DRIVING"
2025-03-14 11:57:07.957,2845,"[[263,1492,52], ]",127,"DRIVING"
2025-03-14 11:57:07.957,2846,"[[270,1440,141], ]",127,"DRIVING"
2025-03-14 11:57:07.958,2847,"[[348,1433,139], ]",127,"DRIVING"
2025-03-14 11:57:07.992,2848,"[[229,1547,145], [229,1545,140], ]",223,"DRIVING"
2025-03-14 11:57:07.993,2849,"[[251,1402,151], [251,1402,140], ]",209,"DRIVING"
2025-03-14 11:57:07.993,2850,"[[273,1382,140], ]",127,"DRIVING"
2025-03-14 11:57:07.994,2851,"[[275,1602,200], ]",127,"DRIVING"
2025-03-14 11:57:07.995,2852,"[[269,1492,149], ]",127,"DRIVING"
2025-03-14 11:57:07.996,2853,"[[270,1445,141], ]",127,"DRIVING"
2025-03-14 11:57:08.033,2854,"[[246,1407,151], ]",158,"DRIVING"
2025-03-14 11:57:08.034,2855,"[[351,1438,139], ]",158,"DRIVING"
2025-03-14 11:57:08.034,2856,"[[225,1550,145], [225,1550,142], [226,1550,149], ]",137,"DRIVING"
2025-03-14 11:57:08.035,2857,"[[272,1603,200], ]",158,"DRIVING"
2025-03-14 11:57:08.036,2858,"[[253,1490,142], ]",158,"DRIVING"
2025-03-14 11:57:08.036,2859,"[[264,1496,149], ]",158,"DRIVING"
2025-03-14 11:57:08.037,2860,"[[271,1388,140], ]",158,"DRIVING"
2025-03-14 11:57:08.037,2861,"[[254,1504,52], ]",158,"DRIVING"
2025-03-14 11:57:08.037,2862,"[[269,1451,141], ]",158,"DRIVING"
2025-03-14 11:57:08.073,2863,"[[353,1445,139], ]",158,"DRIVING"
2025-03-14 11:57:08.073,2864,"[[221,1557,145], [221,1557,142], [220,1556,140], [222,1556,142], [221,1558,151], ]",204,"DRIVING"
2025-03-14 11:57:08.074,2865,"[[242,1413,151], ]",158,"DRIVING"
2025-03-14 11:57:08.074,2866,"[[270,1608,200], ]",158,"DRIVING"
2025-03-14 11:57:08.075,2867,"[[249,1494,142], [248,1495,149], ]",159,"DRIVING"
2025-03-14 11:57:08.076,2868,"[[268,1392,140], [268,1392,142], ]",121,"DRIVING"
2025-03-14 11:57:08.076,2869,"[[269,1455,141], ]",158,"DRIVING"
2025-03-14 11:57:08.077,2870,"[[250,1510,52], ]",158,"DRIVING"
2025-03-14 11:57:08.110,2871,"[[238,1419,151], [238,1419,200], ]",210,"DRIVING"
2025-03-14 11:57:08.110,2872,"[[355,1450,139], ]",158,"DRIVING"
2025-03-14 11:57:08.110,2873,"[[218,1561,145], [219,1562,142], [218,1562,151], [219,1560,140], [217,1563,149], ]",165,"DRIVING"
